quote_id,corridor,service,field_id,actual,predicted,sources_used,no_signal,bucket
1029,ARE-IND,B2B,tier_1_fee,1.1986,1.0925,historical,false,within_10
1029,ARE-IND,B2B,tier_2_fee,0.9507,0.8729,historical,false,within_10
1029,ARE-IND,B2B,tier_3_fee,0.7186,0.7058,historical,false,within_10
1029,ARE-IND,B2B,target_margin_percent,20.2413,22.6488,historical,false,within_25
1029,ARE-IND,B2B,target_gm_percent,34.1847,33.1164,historical,false,within_10
1030,ARE-PAK,C2C,default_transaction_fee,1.4532,1.3953,historical,false,within_10
1030,ARE-PAK,C2C,default_fx_spread_percent,0.4559,0.4508,historical,false,within_10
1030,ARE-PAK,C2C,standard_commitment_fee,660.1174,653.3434,historical,false,within_10
1030,ARE-PAK,C2C,quoted_setup_price,12067.596,12200.2511,historical,false,within_10
1030,ARE-PAK,C2C,service_request_fee_reversal,19.8874,21.715,historical,false,within_10
1030,ARE-PAK,C2C,emergency_funding_fee,123.5512,118.544,historical,false,within_10
1030,ARE-PAK,C2C,tier_1_fee,1.1987,1.0081,historical,false,within_25
1030,ARE-PAK,C2C,tier_2_fee,0.8509,0.9065,historical,false,within_10
1030,ARE-PAK,C2C,tier_3_fee,0.6549,0.6761,historical,false,within_10
1030,ARE-PAK,C2C,target_margin_percent,21.9644,21.4506,historical,false,within_10
1030,ARE-PAK,C2C,target_gm_percent,31.8836,32.4084,historical,false,within_10
1031,ARE-PAK,C2C,default_transaction_fee,1.3953,1.4532,historical,false,within_10
1031,ARE-PAK,C2C,default_fx_spread_percent,0.418,0.4559,historical,false,within_10
1031,ARE-PAK,C2C,standard_commitment_fee,603.5908,660.1174,historical,false,within_10
1031,ARE-PAK,C2C,quoted_setup_price,11472.9301,12200.2511,historical,false,within_10
1031,ARE-PAK,C2C,service_request_fee_reversal,21.8683,19.8874,historical,false,within_10
1031,ARE-PAK,C2C,emergency_funding_fee,120.7665,118.544,historical,false,within_10
1031,ARE-PAK,C2C,tier_1_fee,1.0012,1.0643,historical,false,within_10
1031,ARE-PAK,C2C,tier_2_fee,0.9065,0.8987,historical,false,within_10
1031,ARE-PAK,C2C,tier_3_fee,0.6561,0.6761,historical,false,within_10
1031,ARE-PAK,C2C,target_margin_percent,23.0031,21.4506,historical,false,within_10
1031,ARE-PAK,C2C,target_gm_percent,31.8395,32.4084,historical,false,within_10
1032,ARE-PAK,C2C,default_transaction_fee,1.4714,1.3953,historical,false,within_10
1032,ARE-PAK,C2C,default_fx_spread_percent,0.4862,0.4508,historical,false,within_10
1032,ARE-PAK,C2C,standard_commitment_fee,653.3434,660.1174,historical,false,within_10
1032,ARE-PAK,C2C,quoted_setup_price,12561.8337,12067.596,historical,false,within_10
1032,ARE-PAK,C2C,service_request_fee_reversal,21.715,19.8874,historical,false,within_10
1032,ARE-PAK,C2C,emergency_funding_fee,118.544,120.7665,historical,false,within_10
1032,ARE-PAK,C2C,tier_1_fee,1.0643,1.0081,historical,false,within_10
1032,ARE-PAK,C2C,tier_2_fee,0.8987,0.9065,historical,false,within_10
1032,ARE-PAK,C2C,tier_3_fee,0.6761,0.6561,historical,false,within_10
1032,ARE-PAK,C2C,target_margin_percent,21.4506,21.9644,historical,false,within_10
1032,ARE-PAK,C2C,target_gm_percent,34.4747,31.8836,historical,false,within_10
1033,ARE-PAK,C2C,default_transaction_fee,1.3872,1.4532,historical,false,within_10
1033,ARE-PAK,C2C,default_fx_spread_percent,0.4508,0.4559,historical,false,within_10
1033,ARE-PAK,C2C,standard_commitment_fee,663.5236,653.3434,historical,false,within_10
1033,ARE-PAK,C2C,quoted_setup_price,12200.2511,12067.596,historical,false,within_10
1033,ARE-PAK,C2C,service_request_fee_reversal,19.5398,21.715,historical,false,within_25
1033,ARE-PAK,C2C,emergency_funding_fee,115.2454,120.7665,historical,false,within_10
1033,ARE-PAK,C2C,tier_1_fee,1.0081,1.0643,historical,false,within_10
1033,ARE-PAK,C2C,tier_2_fee,0.9226,0.8987,historical,false,within_10
1033,ARE-PAK,C2C,tier_3_fee,0.7438,0.6561,historical,false,within_25
1033,ARE-PAK,C2C,target_margin_percent,21.1629,21.9644,historical,false,within_10
1033,ARE-PAK,C2C,target_gm_percent,32.4084,31.8836,historical,false,within_10
1034,CAN-IND,B2B,default_transaction_fee,2.2635,2.3473,historical,false,within_10
1034,CAN-IND,B2B,default_fx_spread_percent,0.8672,0.8503,historical,false,within_10
1034,CAN-IND,B2B,standard_commitment_fee,1473.0544,1465.6341,historical,false,within_10
1034,CAN-IND,B2B,quoted_setup_price,24230.5929,25318.2542,historical,false,within_10
1034,CAN-IND,B2B,service_request_fee_reversal,40.3425,41.5113,historical,false,within_10
1034,CAN-IND,B2B,emergency_funding_fee,254.2534,247.3388,historical,false,within_10
1034,CAN-IND,B2B,tier_1_fee,2.0602,1.9807,historical,false,within_10
1034,CAN-IND,B2B,tier_2_fee,1.6628,1.7455,historical,false,within_10
1034,CAN-IND,B2B,tier_3_fee,1.3663,1.4085,historical,false,within_10
1034,CAN-IND,B2B,target_margin_percent,35.213,33.1247,historical,false,within_10
1034,CAN-IND,B2B,target_gm_percent,48.5803,49.0536,historical,false,within_10
1035,CAN-IND,B2B,default_transaction_fee,2.3473,2.2734,historical,false,within_10
1035,CAN-IND,B2B,default_fx_spread_percent,0.8112,0.8672,historical,false,within_10
1035,CAN-IND,B2B,standard_commitment_fee,1441.6779,1473.0544,historical,false,within_10
1035,CAN-IND,B2B,quoted_setup_price,25796.1856,24286.8948,historical,false,within_10
1035,CAN-IND,B2B,service_request_fee_reversal,41.638,40.3425,historical,false,within_10
1035,CAN-IND,B2B,emergency_funding_fee,253.7184,247.3388,historical,false,within_10
1035,CAN-IND,B2B,tier_1_fee,1.9626,2.0602,historical,false,within_10
1035,CAN-IND,B2B,tier_2_fee,1.7475,1.675,historical,false,within_10
1035,CAN-IND,B2B,tier_3_fee,1.3684,1.4085,historical,false,within_10
1035,CAN-IND,B2B,target_margin_percent,33.1247,34.9829,historical,false,within_10
1035,CAN-IND,B2B,target_gm_percent,50.0076,48.5803,historical,false,within_10
1036,CAN-IND,B2B,default_transaction_fee,2.2734,2.3473,historical,false,within_10
1036,CAN-IND,B2B,default_fx_spread_percent,0.8503,0.8672,historical,false,within_10
1036,CAN-IND,B2B,standard_commitment_fee,1546.9811,1465.6341,historical,false,within_10
1036,CAN-IND,B2B,quoted_setup_price,24286.8948,25318.2542,historical,false,within_10
1036,CAN-IND,B2B,service_request_fee_reversal,41.5113,40.3425,historical,false,within_10
1036,CAN-IND,B2B,emergency_funding_fee,247.3388,253.7184,historical,false,within_10
1036,CAN-IND,B2B,tier_1_fee,1.9807,2.0602,historical,false,within_10
1036,CAN-IND,B2B,tier_2_fee,1.675,1.7455,historical,false,within_10
1036,CAN-IND,B2B,tier_3_fee,1.4178,1.3684,historical,false,within_10
1036,CAN-IND,B2B,target_margin_percent,33.0162,34.9829,historical,false,within_10
1036,CAN-IND,B2B,target_gm_percent,49.0536,48.5803,historical,false,within_10
1037,CAN-IND,B2B,default_transaction_fee,2.5154,2.2734,historical,false,within_10
1037,CAN-IND,B2B,default_fx_spread_percent,0.8988,0.8503,historical,false,within_10
1037,CAN-IND,B2B,standard_commitment_fee,1465.6341,1473.0544,historical,false,within_10
1037,CAN-IND,B2B,quoted_setup_price,25318.2542,24286.8948,historical,false,within_10
1037,CAN-IND,B2B,service_request_fee_reversal,39.8915,41.5113,historical,false,within_10
1037,CAN-IND,B2B,emergency_funding_fee,243.336,253.7184,historical,false,within_10
1037,CAN-IND,B2B,tier_1_fee,2.0619,1.9807,historical,false,within_10
1037,CAN-IND,B2B,tier_2_fee,1.7455,1.675,historical,false,within_10
1037,CAN-IND,B2B,tier_3_fee,1.4085,1.3684,historical,false,within_10
1037,CAN-IND,B2B,target_margin_percent,34.9829,33.1247,historical,false,within_10
1037,CAN-IND,B2B,target_gm_percent,45.4031,49.0536,historical,false,within_10
1038,AUS-PHL,C2C,default_transaction_fee,2.2782,2.3313,historical,false,within_10
1038,AUS-PHL,C2C,default_fx_spread_percent,0.8794,0.8363,historical,false,within_10
1038,AUS-PHL,C2C,standard_commitment_fee,1540.534,1499.8589,historical,false,within_10
1038,AUS-PHL,C2C,quoted_setup_price,25676.4234,24959.2376,historical,false,within_10
1038,AUS-PHL,C2C,service_request_fee_reversal,40.5374,38.5281,historical,false,within_10
1038,AUS-PHL,C2C,emergency_funding_fee,250.3802,248.4636,historical,false,within_10
1038,AUS-PHL,C2C,tier_1_fee,1.9584,1.9452,historical,false,within_10
1038,AUS-PHL,C2C,tier_2_fee,1.7383,1.7067,historical,false,within_10
1038,AUS-PHL,C2C,tier_3_fee,1.4092,1.3852,historical,false,within_10
1038,AUS-PHL,C2C,target_margin_percent,33.1889,35.1897,historical,false,within_10
1038,AUS-PHL,C2C,target_gm_percent,47.1098,48.747,historical,false,within_10
1039,AUS-PHL,C2C,default_transaction_fee,2.3432,2.3232,historical,false,within_10
1039,AUS-PHL,C2C,default_fx_spread_percent,0.8758,0.8363,historical,false,within_10
1039,AUS-PHL,C2C,standard_commitment_fee,1499.8589,1517.2262,historical,false,within_10
1039,AUS-PHL,C2C,quoted_setup_price,24959.2376,25465.7897,historical,false,within_10
1039,AUS-PHL,C2C,service_request_fee_reversal,38.2354,38.5594,historical,false,within_10
1039,AUS-PHL,C2C,emergency_funding_fee,248.4636,250.3802,historical,false,within_10
1039,AUS-PHL,C2C,tier_1_fee,1.9452,1.9584,historical,false,within_10
1039,AUS-PHL,C2C,tier_2_fee,1.7158,1.7067,historical,false,within_10
1039,AUS-PHL,C2C,tier_3_fee,1.3852,1.4092,historical,false,within_10
1039,AUS-PHL,C2C,target_margin_percent,36.6857,34.6176,historical,false,within_10
1039,AUS-PHL,C2C,target_gm_percent,46.0998,48.747,historical,false,within_10
1040,AUS-PHL,C2C,default_transaction_fee,2.3313,2.3232,historical,false,within_10
1040,AUS-PHL,C2C,default_fx_spread_percent,0.8363,0.8758,historical,false,within_10
1040,AUS-PHL,C2C,standard_commitment_fee,1481.9968,1517.2262,historical,false,within_10
1040,AUS-PHL,C2C,quoted_setup_price,25465.7897,24959.2376,historical,false,within_10
1040,AUS-PHL,C2C,service_request_fee_reversal,38.5594,38.5281,historical,false,within_10
1040,AUS-PHL,C2C,emergency_funding_fee,242.0268,250.3802,historical,false,within_10
1040,AUS-PHL,C2C,tier_1_fee,1.9989,1.9452,historical,false,within_10
1040,AUS-PHL,C2C,tier_2_fee,1.7067,1.7158,historical,false,within_10
1040,AUS-PHL,C2C,tier_3_fee,1.3744,1.4092,historical,false,within_10
1040,AUS-PHL,C2C,target_margin_percent,34.6176,35.1897,historical,false,within_10
1040,AUS-PHL,C2C,target_gm_percent,48.747,47.1098,historical,false,within_10
1041,AUS-PHL,C2C,default_transaction_fee,2.3232,2.3313,historical,false,within_10
1041,AUS-PHL,C2C,default_fx_spread_percent,0.8116,0.8758,historical,false,within_10
1041,AUS-PHL,C2C,standard_commitment_fee,1517.2262,1499.8589,historical,false,within_10
1041,AUS-PHL,C2C,quoted_setup_price,24128.4332,25465.7897,historical,false,within_10
1041,AUS-PHL,C2C,service_request_fee_reversal,38.5281,38.5594,historical,false,within_10
1041,AUS-PHL,C2C,emergency_funding_fee,251.5812,248.4636,historical,false,within_10
1041,AUS-PHL,C2C,tier_1_fee,1.9437,1.9584,historical,false,within_10
1041,AUS-PHL,C2C,tier_2_fee,1.636,1.7158,historical,false,within_10
1041,AUS-PHL,C2C,tier_3_fee,1.4122,1.3852,historical,false,within_10
1041,AUS-PHL,C2C,target_margin_percent,35.1897,34.6176,historical,false,within_10
1041,AUS-PHL,C2C,target_gm_percent,50.1995,47.1098,historical,false,within_10
1042,SAU-EGY,C2C,default_transaction_fee,0.459,0.5811,historical,false,outside_25
1042,SAU-EGY,C2C,default_fx_spread_percent,0.2704,0.2413,historical,false,within_25
1042,SAU-EGY,C2C,standard_commitment_fee,271.8613,221.549,historical,false,within_25
1042,SAU-EGY,C2C,quoted_setup_price,5967.0046,5372.346,historical,false,within_10
1042,SAU-EGY,C2C,service_request_fee_reversal,9.1959,8.1593,historical,false,within_25
1042,SAU-EGY,C2C,emergency_funding_fee,56.7198,48.7637,historical,false,within_25
1042,SAU-EGY,C2C,tier_1_fee,0.5265,0.5601,historical,false,within_10
1042,SAU-EGY,C2C,tier_2_fee,0.3963,0.4126,historical,false,within_10
1042,SAU-EGY,C2C,tier_3_fee,0.2732,0.3001,historical,false,within_10
1042,SAU-EGY,C2C,target_margin_percent,10.7172,12.3687,historical,false,within_25
1042,SAU-EGY,C2C,target_gm_percent,20.9491,18.5544,historical,false,within_25
1043,SAU-EGY,C2C,default_transaction_fee,0.484,0.5811,historical,false,within_25
1043,SAU-EGY,C2C,default_fx_spread_percent,0.2039,0.2704,historical,false,outside_25
1043,SAU-EGY,C2C,standard_commitment_fee,178.8567,271.8613,historical,false,outside_25
1043,SAU-EGY,C2C,quoted_setup_price,5372.346,5392.5272,historical,false,within_10
1043,SAU-EGY,C2C,service_request_fee_reversal,8.1593,9.0071,historical,false,within_25
1043,SAU-EGY,C2C,emergency_funding_fee,48.9869,48.7637,historical,false,within_10
1043,SAU-EGY,C2C,tier_1_fee,0.5416,0.5601,historical,false,within_10
1043,SAU-EGY,C2C,tier_2_fee,0.4434,0.3963,historical,false,within_25
1043,SAU-EGY,C2C,tier_3_fee,0.2775,0.3001,historical,false,within_10
1043,SAU-EGY,C2C,target_margin_percent,13.2372,12.1599,historical,false,within_10
1043,SAU-EGY,C2C,target_gm_percent,18.5544,18.8873,historical,false,within_10
1044,SAU-EGY,C2C,default_transaction_fee,0.5811,0.484,historical,false,within_25
1044,SAU-EGY,C2C,default_fx_spread_percent,0.2413,0.2704,historical,false,within_25
1044,SAU-EGY,C2C,standard_commitment_fee,324.5386,221.549,historical,false,outside_25
1044,SAU-EGY,C2C,quoted_setup_price,5392.5272,5372.346,historical,false,within_10
1044,SAU-EGY,C2C,service_request_fee_reversal,9.0071,8.1593,historical,false,within_10
1044,SAU-EGY,C2C,emergency_funding_fee,48.7637,48.9869,historical,false,within_10
1044,SAU-EGY,C2C,tier_1_fee,0.5663,0.5416,historical,false,within_10
1044,SAU-EGY,C2C,tier_2_fee,0.3244,0.4126,historical,false,outside_25
1044,SAU-EGY,C2C,tier_3_fee,0.3114,0.2775,historical,false,within_25
1044,SAU-EGY,C2C,target_margin_percent,12.1599,12.3687,historical,false,within_10
1044,SAU-EGY,C2C,target_gm_percent,18.8873,18.5544,historical,false,within_10
1045,SAU-EGY,C2C,default_transaction_fee,0.5965,0.484,historical,false,within_25
1045,SAU-EGY,C2C,default_fx_spread_percent,0.2953,0.2413,historical,false,within_25
1045,SAU-EGY,C2C,standard_commitment_fee,221.549,271.8613,historical,false,within_25
1045,SAU-EGY,C2C,quoted_setup_price,5171.4338,5392.5272,historical,false,within_10
1045,SAU-EGY,C2C,service_request_fee_reversal,8.0692,9.0071,historical,false,within_25
1045,SAU-EGY,C2C,emergency_funding_fee,46.3344,48.9869,historical,false,within_10
1045,SAU-EGY,C2C,tier_1_fee,0.5601,0.5416,historical,false,within_10
1045,SAU-EGY,C2C,tier_2_fee,0.4126,0.3963,historical,false,within_10
1045,SAU-EGY,C2C,tier_3_fee,0.3001,0.2775,historical,false,within_10
1045,SAU-EGY,C2C,target_margin_percent,12.3687,12.1599,historical,false,within_10
1045,SAU-EGY,C2C,target_gm_percent,18.3598,18.8873,historical,false,within_10
1046,DEU-TUR,B2B,default_transaction_fee,2.5262,,,true,no_signal
1046,DEU-TUR,B2B,default_fx_spread_percent,0.8075,,,true,no_signal
1046,DEU-TUR,B2B,standard_commitment_fee,1460.1733,,,true,no_signal
1046,DEU-TUR,B2B,quoted_setup_price,24028.4399,,,true,no_signal
1046,DEU-TUR,B2B,service_request_fee_reversal,39.3399,,,true,no_signal
1046,DEU-TUR,B2B,emergency_funding_fee,248.7033,,,true,no_signal
1046,DEU-TUR,B2B,tier_1_fee,1.9586,,,true,no_signal
1046,DEU-TUR,B2B,tier_2_fee,1.6423,,,true,no_signal
1046,DEU-TUR,B2B,tier_3_fee,1.4062,,,true,no_signal
1046,DEU-TUR,B2B,target_margin_percent,36.823,,,true,no_signal
1046,DEU-TUR,B2B,target_gm_percent,45.4101,,,true,no_signal
1047,DEU-TUR,B2B,default_transaction_fee,2.4238,,,true,no_signal
1047,DEU-TUR,B2B,default_fx_spread_percent,0.8248,,,true,no_signal
1047,DEU-TUR,B2B,standard_commitment_fee,1502.1584,,,true,no_signal
1047,DEU-TUR,B2B,quoted_setup_price,25802.045,,,true,no_signal
1047,DEU-TUR,B2B,service_request_fee_reversal,40.6285,,,true,no_signal
1047,DEU-TUR,B2B,emergency_funding_fee,246.8895,,,true,no_signal
1047,DEU-TUR,B2B,tier_1_fee,1.9205,,,true,no_signal
1047,DEU-TUR,B2B,tier_2_fee,1.6789,,,true,no_signal
1047,DEU-TUR,B2B,tier_3_fee,1.354,,,true,no_signal
1047,DEU-TUR,B2B,target_margin_percent,36.4889,,,true,no_signal
1047,DEU-TUR,B2B,target_gm_percent,48.9852,,,true,no_signal
1048,JPN-VNM,C2C,default_transaction_fee,2.43,,,true,no_signal
1048,JPN-VNM,C2C,default_fx_spread_percent,0.8291,,,true,no_signal
1048,JPN-VNM,C2C,standard_commitment_fee,1523.1582,,,true,no_signal
1048,JPN-VNM,C2C,quoted_setup_price,24820.447,,,true,no_signal
1048,JPN-VNM,C2C,service_request_fee_reversal,40.2514,,,true,no_signal
1048,JPN-VNM,C2C,emergency_funding_fee,248.4414,,,true,no_signal
1048,JPN-VNM,C2C,tier_1_fee,2.0913,,,true,no_signal
1048,JPN-VNM,C2C,tier_2_fee,1.6717,,,true,no_signal
1048,JPN-VNM,C2C,tier_3_fee,1.3877,,,true,no_signal
1048,JPN-VNM,C2C,target_margin_percent,36.1515,,,true,no_signal
1048,JPN-VNM,C2C,target_gm_percent,50.0369,,,true,no_signal
1049,JPN-VNM,C2C,default_transaction_fee,2.2644,,,true,no_signal
1049,JPN-VNM,C2C,default_fx_spread_percent,0.846,,,true,no_signal
1049,JPN-VNM,C2C,standard_commitment_fee,1557.9957,,,true,no_signal
1049,JPN-VNM,C2C,quoted_setup_price,24959.0371,,,true,no_signal
1049,JPN-VNM,C2C,service_request_fee_reversal,41.7701,,,true,no_signal
1049,JPN-VNM,C2C,emergency_funding_fee,253.487,,,true,no_signal
1049,JPN-VNM,C2C,tier_1_fee,1.9971,,,true,no_signal
1049,JPN-VNM,C2C,tier_2_fee,1.6948,,,true,no_signal
1049,JPN-VNM,C2C,tier_3_fee,1.4573,,,true,no_signal
1049,JPN-VNM,C2C,target_margin_percent,33.7459,,,true,no_signal
1049,JPN-VNM,C2C,target_gm_percent,50.3753,,,true,no_signal
